id,cognome,nome,Altezza,DataNascita,NazioneNascita,LuogoNascita,NazionalitaSportiva,UltimaSquadra,ultimastagione,URLFoto
COT-FRA-96,Cottarelli,Francesco,196,16/10/1996,ITA,Legnago,ITA,Wixo LPR Piacenza,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=COT-FRA-96
COZ-PAO-80,Cozzi,Paolo,200,26/05/1980,ITA,Milano,ITA,Vero Volley Monza,2013,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=COZ-PAO-80
CRE-KER-97,Crescini,Keriann,193,27/03/1997,ITA,Peschiera del Garda,ITA,Kemas Lamipel Santa Croce,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CRE-KER-97
CRE-PAB-89,Crer,Pablo Damian,205,12/06/1989,ARG,Rosario,ARG,Tonno Callipo Calabria Vibo Valentia,2013,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CRE-PAB-89
CRE-SEB-81,Creus Larry,Sebastian,201,21/11/1981,ARG,Capital Federal,ITA,CMC Ravenna,2012,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CRE-SEB-81
CRI-FAB-95,Cricco,Fabio,NULL,NULL,ITA,NULL,ITA,Sir Safety Perugia,2014,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CRI-FAB-95
CRI-MAN-81,Cricca,Manuele,200,07/01/1981,ITA,Ravenna,ITA,CMC Ravenna,2013,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CRI-MAN-81
CRI-MIR-96,Cristofaletti,Mirco,194,05/09/1996,ITA,Trento,ITA,Goldenplast Potenza Picena,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CRI-MIR-96
CRI-PAO-01,Cristofaro,Paolo,NULL,23/12/2001,ITA,Reggio nell'Emilia,ITA,Conad Reggio Emilia,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CRI-PAO-01
CRO-DAN-94,Cro',Daniele,190,25/09/1994,ITA,Nola,ITA,Maury's Italiana Assicurazioni Tuscania,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CRO-DAN-94
CRU-NAN-96,Cruz,Nandy,185,26/12/1996,CUB,Santo Domingo,ITA,Centrale Del Latte McDonald'S Brescia,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CRU-NAN-96
CUB-MAR-92,Cubito,Marco,202,25/04/1992,ITA,Taormina,ITA,Monini Spoleto,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CUB-MAR-92
CUK-AND-83,Cuk,Andelko,201,30/05/1983,BIH,NULL,CRO,Acqua Fonteviva Massa,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CUK-AND-83
CUL-MIL-86,Culafic,Milos,206,13/08/1986,MNE,Spalato,MNE,Aurispa Alessano,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CUL-MIL-86
CUO-IVA-83,Cuomo,Ivan,193,23/05/1983,ITA,Napoli,ITA,Sidigas Atripalda,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CUO-IVA-83
CUP-KON-87,Cupkovic,Konstantin,205,02/01/1987,CRO,Virovitica,SRB,Sir Safety Perugia,2013,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CUP-KON-87
CUR-VAL-78,Curti,Valerio,203,10/11/1978,ITA,Modena,ITA,Conad Reggio Emilia,2012,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CUR-VAL-78
DAL-AND-90,Dall'Olio,Andrea,185,29/09/1990,ITA,Aosta,ITA,Edilesse Conad Reggio Emilia,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAL-AND-90
DAL-GIA-01,Dal Corso,Gianluca,195,09/01/2001,ITA,Mirano,ITA,Club Italia Crai Roma,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAL-GIA-01
DAL-GIA-97,D'Alessandro,Gianluca,NULL,24/08/1997,ITA,Lanciano,ITA,Sieco Service Ortona,2012,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAL-GIA-97
DAL-NIC-83,Daldello,Nicola,184,06/05/1983,ITA,Treviso,ITA,Revivre Milano,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAL-NIC-83
DAM-FRA-99,D'Amico,Francesco,183,09/10/1999,ITA,Ostuni,ITA,Goldenplast Potenza Picena,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAM-FRA-99
DAN-ROB-78,D'Angelo,Roberto,196,16/09/1978,ITA,Santa Maria Capua Vetere,ITA,Sidigas HS Atripalda,2012,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAN-ROB-78
DAN-SIM-98,Danielli,Simone,191,10/07/1998,ITA,Como,ITA,Pool Libertas Cantù,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAN-SIM-98
DAO-MAT-79,Daolio,Matteo,195,23/02/1979,ITA,Roma,ITA,Itely Milano,2013,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAO-MAT-79
DAP-FRA-92,Da Prato,Francesco,200,27/11/1992,ITA,Pisa,ITA,Kemas Lamipel Santa Croce,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAP-FRA-92
DAS-CAI-92,Da Silva Fazanha,Caio Fernando,204,30/11/1992,BRA,Mirandópolis,BRA,Domar Matera,2014,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAS-CAI-92
DAS-MAR-82,Da Silva Pedreira Junior,Mario,192,03/05/1982,BRA,Rio de Janeiro,BRA,Copra Piacenza,2014,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAS-MAR-82
DAS-PAU-86,Da Silva Costa,Paulo Victor,198,12/05/1986,BRA,Corumbà,BRA,Globo Scarabeo Civita Castellana,2015,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAS-PAU-86
DAS-WIL-91,Da Silva,Willyan,195,19/11/1991,BRA,NULL,BRA,Basi Grafiche Geosat Lagonegro,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAS-WIL-91
DAV-AND-82,D'Avanzo,Andrea,199,25/02/1982,ITA,Avella,ITA,Sidigas Atripalda,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAV-AND-82
DAV-DYL-91,Davis,Dylan,205,06/04/1991,USA,Newport Beach (CA),USA,Top Volley Latina,2014,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAV-DYL-91
DAV-ZOL-81,David,Zoltan,191,28/03/1981,HUN,Kapsowar,HUN,B-Chem Golden Plast Potenza Picena,2012,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAV-ZOL-81
DE-MAT-91,De Rosas,Matteo,187,29/10/1991,ITA,Olbia,ITA,Sigma Aversa,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DE-MAT-91
DE-STEF,De Leo,Stefano,187,21/03/1990,ITA,Chieti,ITA,B-Chem Potenza Picena,2013,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DE-STEF
DEA-CAR-96,De Angelis,Carlo,190,10/01/1996,ITA,Formia,ITA,Taiwan Excellence Latina,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEA-CAR-96
DEB-JOA-93,De Barros Ferreira,Joao Rafael,191,17/03/1993,BRA,Recife,BRA,Exprivia Molfetta,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEB-JOA-93
DEC-LUC-88,De Cecco,Luciano,194,02/06/1988,ARG,Santa Fè,ARG,Sir Safety Conad Perugia,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEC-LUC-88
DEC-MIC-77,De Caria,Michele,177,20/10/1992,ITA,Isernia,ITA,Cicchetti Isernia,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEC-MIC-77
DEF-PAO-95,De Fabritiis,Giacomo,193,23/09/1995,ITA,Roma,ITA,Videx Grottazzolina,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEF-PAO-95
DEG-DIE-86,De Giovanni,Diego,188,11/03/1986,ITA,Gagliano del Capo,ITA,Aurispa Alessano,2014,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEG-DIE-86
DEG-MIC-68,De Giorgi,Michele,182,09/10/1968,ITA,Campi Salentina,ITA,Caffè Aiello Corigliano,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEG-MIC-68
DEL-CAR-01,Del Piano,Carlo,178,23/01/2001,ITA,Caserta,ITA,Sigma Aversa,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-CAR-01
DEL-DOR-84,Della Lunga,Dore,194,25/07/1984,ITA,Chiaravalle,ITA,Sir Safety Conad Perugia,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-DOR-84
DEL-FED-94,Del Campo,Federigo,186,03/10/1994,ITA,Dicomano,ITA,Kemas Lamipel Santa Croce,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-FED-94
DEL-FER-96,Della Volpe,Ferdinando,197,10/01/1996,ITA,Siena,ITA,Emma Villas Siena,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-FER-96
DEL-FRA-86,De Luca,Francesco,206,26/10/1986,ITA,Formia,ITA,BAM Mondov́,2015,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-FRA-86
DEL-FRA-87,Del Vecchio,Francesco,193,21/04/1987,ITA,Terlizzi,ITA,Gioiella Micromilk Gioia del Colle,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-FRA-87
DEL-GIU-92,Della Corte,Giuseppe,197,06/06/1992,ITA,Acquaviva delle Fonti,ITA,Conad Reggio Emilia,2014,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-GIU-92
DEL-HUG-90,De Leon Guimaraes,Hugo,198,04/07/1990,BRA,NULL,BRA,Kemas Lamipel Santa Croce,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-HUG-90
DEL-LOR-98,Dellepiaggi,Lorenzo,178,27/01/1998,ITA,Tarquinia,ITA,Maury's Italiana Assicurazioni Tuscania,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-LOR-98
DEL-MAT-99,Della Rosa,Mattia,190,29/06/1999,ITA,Viterbo,ITA,Maury's Italiana Assicurazioni Tuscania,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-MAT-99
DEM-ANT-94,De Mattia,Antonio,179,03/09/1994,ITA,Avellino,ITA,Sidigas Atripalda,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEM-ANT-94
DEM-DAV-89,De Matteis,Davide,202,30/01/1989,ITA,Grosseto,ITA,Globo Scarabeo Civita Castellana,2015,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEM-DAV-89
DEM-FRA-86,De Marchi,Francesco,193,17/06/1986,ITA,Padova,ITA,Acqua Fonteviva Massa,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEM-FRA-86
DEN-ANG-77,Dennis,Angel,193,13/06/1977,CUB,L'Avana,CUB,Kemas Lamipel Santa Croce,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEN-ANG-77
DEN-ANG-77,Dennis,Angel,193,13/06/1977,CUB,L'Avana,CUB,Revivre Milano,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEN-ANG-77
DEP-ANT-88,De Paola,Antonio,192,07/01/1988,ITA,Gaeta,ITA,Geosat Geovertical Lagonegro,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEP-ANT-88
DEP-DAN-84,De Pandis,Daniele,184,30/06/1984,ITA,Lecce,ITA,Diatec Trentino,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEP-DAN-84
DEP-RIC-79,De Paula,Ricardo,195,19/05/1979,BRA,Goiana,BRA,Sidigas Atripalda,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEP-RIC-79
DEP-VIN-98,De Patto,Vincenzo,NULL,28/10/1998,ITA,Castrovillari,ITA,Caffè Aiello Corigliano,2014,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEP-VIN-98
DER-JAS-89,De Rocco,Jason,198,19/09/1989,CAN,Winnipeg,CAN,Andreoli Latina,2013,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DER-JAS-89
DER-SAM-92,Deroo,Sam,202,29/04/1992,BEL,Beveren,BEL,Calzedonia Verona,2014,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DER-SAM-92
DES-DAN-93,De Santis,Danilo,202,01/04/1993,ITA,Tarquinia,ITA,Messaggerie Bacco Catania,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DES-DAN-93
DES-MAC-88,De Souza,Maciel Daniel,196,19/04/1988,BRA,NULL,BRA,Maury's Italiana Assicurazioni Tuscania,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DES-MAC-88
DES-MIC-96,De Serio,Michele,195,30/09/1996,ITA,Terlizzi,ITA,Materdominivolley.it Castellana Grotte,2015,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DES-MIC-96
DES-ROL-87,Despaigne Jurquin,Rolando,200,07/06/1987,CUB,NULL,CUB,Exprivia Neldiritto Molfetta,2014,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DES-ROL-87
DES-SAV-99,De Santis,Saverio,175,21/09/1999,ITA,Locri,ITA,Gioiella Micromilk Gioia del Colle,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DES-SAV-99
DET-ACH-92,De Tora,Achille,NULL,NULL,ITA,NULL,ITA,Cicchetti Isernia,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DET-ACH-92
DET-GIO-85,De Togni,Giorgio,202,07/07/1985,ITA,Ferrara,ITA,Bcc Castellana Grotte,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DET-GIO-85
DIA-AND-85,Diachkov,Andrii,202,28/04/1985,UKR,Kiev,UKR,Conad Reggio Emilia,2012,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIA-AND-85
DIA-ENR-93,Diamantini,Enrico,204,04/04/1993,ITA,Fano,ITA,Bunge Ravenna,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIA-ENR-93
DIA-LUI-83,Diaz,Luis Augusto,195,20/08/1983,VEN,Caracas,VEN,Tonno Callipo Vibo Valentia,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIA-LUI-83
DIB-GIO-85,Di Benedetto,Giovanni,200,19/04/1985,ITA,Firenze,ITA,Gherardi SVI Città Di Castello,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIB-GIO-85
DIC-AND-99,Di Carlo,Andrea,180,12/02/1999,ITA,Putignano,ITA,Materdominivolley.It Castellana Grotte,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIC-AND-99
DIF-FAB-91,Di Florio,Fabio,198,21/04/1991,ITA,Salerno,ITA,Sigma Aversa,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIF-FAB-91
DIF-FAB-96,Di Fulvio,Fabio,192,12/08/1996,ITA,Ortona,ITA,Sieco Service Ortona,2014,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIF-FAB-96
DIF-LUC-84,Di Felice,Luca,202,16/06/1984,ITA,Milano,ITA,Itely Milano,2013,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIF-LUC-84
DIF-MAR-93,Di Felice,Marcello,199,10/05/1993,ITA,Sant'Omero,ITA,Maury's Italiana Assicurazioni Tuscania,2014,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIF-MAR-93
DIF-MAS-78,Di Franco,Massimiliano,203,07/02/1978,ITA,San Cataldo,ITA,Conad Reggio Emilia,2014,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIF-MAS-78
DIM-AND-82,Di Marco,Andrea,200,18/11/1982,ITA,Foligno,ITA,Emma Villas Siena,2015,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIM-AND-82
DIM-DOB-91,Dimitrov,Dobromir,198,07/07/1991,BUL,Pazardzhik,BUL,Sir Safety Conad Perugia,2015,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIM-DOB-91
DIM-ENZ-82,Di Manno,Enzo,199,13/04/1982,USA,Staten Island New York,ITA,CheBanca! Milano,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIM-ENZ-82
DIM-GAB-97,Di Martino,Gabriele,199,20/07/1997,ITA,Roma,ITA,Wixo LPR Piacenza,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIM-GAB-97
DIM-PIE-82,Di Meo,Pietro,200,28/06/1982,ITA,Sulmona,ITA,Sieco Service Ortona,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIM-PIE-82
DIN-SAV-83,Di Noia,Savino,187,09/07/1983,ITA,Manfredonia,ITA,BCC Castellana Grotte,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIN-SAV-83
DIP-FAB-98,Di Pinto,Fabio,178,02/05/1998,ITA,Gioia del Colle,ITA,Coserplast Openet Matera,2013,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIP-FAB-98
DIR-LEO-93,Di Renzo,Leonardo,180,01/11/1993,ITA,Foligno,ITA,Monini Spoleto,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIR-LEO-93
DIS-PAO-98,Di Silvestre,Paolo Luigi,195,31/01/1998,ITA,Pescara,ITA,Goldenplast Potenza Picena,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIS-PAO-98
DIS-PIE-01,Disabato,Piervito,195,11/02/2001,ITA,Altamura,ITA,Materdominivolley.it Castellana Grotte,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIS-PIE-01
DIT-SIM-82,Di Tommaso,Simone,176,12/05/1982,ITA,Pescara,ITA,Emma Villas Siena,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIT-SIM-82
DJU-MIT-89,Djuric,Mitar,211,25/04/1989,BIH,Sarajevo,GRE,Calzedonia Verona,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DJU-MIT-89
DOL-LUD-89,Dolfo,Ludovico,198,30/06/1989,ITA,Treviso,ITA,Caloni Agnelli Bergamo,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DOL-LUD-89
DOM-DAM-98,Domagala,Damian,199,23/04/1998,POL,Lodz,POL,Tonno Callipo Calabria Vibo Valentia,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DOM-DAM-98
DON-FAB-88,Donadio,Fabio,181,30/04/1988,ITA,Modena,ITA,DHL Modena,2015,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DON-FAB-88
DON-FED-88,Donati,Federico,186,25/05/1988,ITA,Albenga,ITA,Carige Genova,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DON-FED-88
DON-JUL-86,Do Nascimento Jr,Julio Cesar,204,03/07/1986,BRA,Espirito Santo - Guarapari,BRA,Vero Volley Monza,2012,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DON-JUL-86
DOR-ALE-89,Dordei,Alessandro,196,28/07/1989,ITA,Civitavecchia,ITA,Gherardi SVI Città Di Castello,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DOR-ALE-89
DOS-VIN-86,Dos Santos,Vinicius,196,10/05/1986,BRA,NULL,BRA,Revivre Milano,2014,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DOS-VIN-86
DOU-THO-92,Douglas-Powell,Thomas Ewen,194,16/09/1992,AUS,NULL,AUS,Conad Reggio Emilia,2015,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DOU-THO-92
DRA-LUC-99,Drago,Luca Saverio,185,03/04/1999,ITA,Massa,ITA,Acqua Fonteviva Massa,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DRA-LUC-99
DUN-ALE-94,Duncan-Thibault,Alex,200,04/05/1994,CAN,Scarborough (ontario),CAN,Bioś Indexa Sora,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DUN-ALE-94
DUR-GIA-76,Durante,Gianluca,195,28/08/1976,ITA,Narḍ,ITA,CheBanca! Milano,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DUR-GIA-76
DUR-LUC-89,Durso,Luca,185,18/03/1989,ITA,Avellino,ITA,Sidigas Atripalda,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DUR-LUC-89
DUT-FRA-91,Dutto,Francesco,197,13/04/1991,ITA,Cuneo,ITA,Caffè Aiello Corigliano,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DUT-FRA-91
DZA-DON-97,Dzavoronok,Donovan,202,23/07/1997,CZE,Brno,CZE,Gi Group Monza,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DZA-DON-97
EDG-THO-89,Edgar,Thomas,212,21/06/1989,AUS,Sydney,AUS,Sir Safety Perugia,2012,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=EDG-THO-89
ELI-ALB-85,Elia,Alberto,205,12/08/1985,ITA,Tarquinia,ITA,Kemas Lamipel Santa Croce,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=ELI-ALB-85
ERA-ALE-94,Erati,Alex,203,24/06/1994,ITA,Melzo,ITA,Gioiella Micromilk Gioia del Colle,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=ERA-ALE-94
ERE-THO-79,Ereu,Thomas,193,25/10/1979,VEN,Acarigua,VEN,Carige Genova,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=ERE-THO-79
ESK-MIK-78,Esko,Mikko,198,03/09/1978,FIN,Vammala,FIN,Casa Modena,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=ESK-MIK-78
ESP-DAV-95,Esposito,Davide,203,25/08/1995,ITA,Cuneo,ITA,Centrale Del Latte McDonald'S Brescia,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=ESP-DAV-95
EXI-JEA-82,Exiga,Jean-Francois,176,09/03/1982,FRA,Ajaccio,FRA,Lube Banca Marche Macerata,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=EXI-JEA-82
FAB-DIE-89,Fabiano,Diego,186,15/11/1989,ITA,Mondov́,ITA,BAM Mondov́,2015,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAB-DIE-89
FAB-MAR-81,Fabroni,Marco,190,04/08/1981,ITA,Castellanza,ITA,Emma Villas Siena,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAB-MAR-81
FAB-TOM-96,Fabi,Tommaso,200,06/12/1996,ITA,Macerata,ITA,Geosat Geovertical Lagonegro,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAB-TOM-96
FAC-AND-98,Facchetti,Andrea,175,23/06/1998,ITA,Brescia,ITA,Centrale del Latte McDonald's Brescia,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAC-AND-98
FAL-GUI-77,Falasca,Guillermo,200,24/10/1977,ARG,Mendoza,ESP,Tonno Callipo Vibo Valentia,2011,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAL-GUI-77
FAL-MAR-03,Falaschi,Marco,187,18/09/1987,ITA,Pisa,ITA,BCC-NEP Castellana Grotte,2012,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAL-MAR-03
FAN-FAB-85,Fanuli,Fabio,190,10/02/1985,ITA,Grottaglie,ITA,Revivre Milano,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAN-FAB-85
FAN-JAC-98,Fantini,Jacopo,195,23/04/1998,ITA,Cuneo,ITA,Ceramica Scarabeo Gcf Roma,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAN-JAC-98
FAN-LEO-97,Fantauzzo,Leonardo,180,11/07/1997,ITA,Arezzo,ITA,Emma Villas Siena,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAN-LEO-97
FAR-ALE-76,Farina,Alessandro,182,16/05/1976,ITA,Parma,ITA,Tonno Callipo Calabria Vibo Valentia,2013,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAR-ALE-76
FAR-MAT-01,Farina,Mattia,202,07/05/2001,ITA,Sora,ITA,Bioś Indexa Sora,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAR-MAT-01
FED-FIL-00,Federici,Filippo,182,26/12/2000,ITA,Ancona,ITA,Club Italia Crai Roma,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FED-FIL-00
FED-MIC-91,Fedrizzi,Michele,192,21/05/1991,ITA,Trento,ITA,Emma Villas Siena,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FED-MIC-91
FEI-ALE-78,Fei,Alessandro,208,29/11/1978,ITA,Saronno,ITA,Wixo LPR Piacenza,2017,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FEI-ALE-78
FER-ALE-91,Ferreira,Alexandre,203,13/11/1991,POR,Seia,POR,Calzedonia Verona,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FER-ALE-91
FER-ALE-95,Ferrini,Alessio,197,15/10/1995,ITA,Velletri,ITA,Sieco Service Ortona,2016,http://ww2.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FER-ALE-95
