id,cognome,nome,Altezza,DataNascita,NazioneNascita,LuogoNascita,NazionalitaSportiva,UltimaSquadra,ultimastagione,urlFoto
LIP-BAR-96,Lipinski,Bartlomiej,201,1996-11-16,POL,Makov Mazowiecki,ITA,Aurispa Alessano,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LIP-BAR-96
LIP-MAR-87,Lipparini,Marco,194,1987-02-02,ITA,Umbertide,ITA,Ceramica Globo Civita Castellana,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LIP-MAR-87
LIS-KIR-96,Listratov,Kirill,198,1996-02-22,RUS,Mosca,ITA,Sieco Service Ortona,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LIS-KIR-96
LIS-SRE-92,Lisinac,Srecko,205,1992-05-17,SRB,Kraljevo,SRB,Itas Trentino,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LIS-SRE-92
LIZ-MIL-91,Lizala,Milan,194,1991-01-20,SVK,Malacky,SVK,NGM Mobile Santa Croce,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LIZ-MIL-91
LOB-MAR-90,Lo Bianco,Marco,191,1990-09-15,ITA,Cosenza,ITA,Domar Matera,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LOB-MAR-90
LOG-GIA-98,Loglisci,Gianluca,195,1998-09-11,ITA,Mantova,ITA,Acqua Fonteviva Apuana Livorno,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LOG-GIA-98
LOG-MAR-75,Loglisci,Marco,196,1975-12-05,ITA,Parma,ITA,Sidigas Atripalda,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LOG-MAR-75
LOL-DAV-91,Lollato,Davide,173,1991-01-24,ITA,Bassano del Grappa,ITA,Sol Lucernari Montecchio Maggiore,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LOL-DAV-91
LOM-ANN-97,Lombardi,Annino,175,1997-04-11,ITA,NULL,ITA,Sidigas HS Avellino,2013,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LOM-ANN-97
LON-AND-84,Longo,Andrea,196,1984-03-05,ITA,Fossano,ITA,BAM Mondovì,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LON-AND-84
LON-GIU-98,Longo,Giuseppe,181,1998-07-28,ITA,Putignano,ITA,Materdominivolley.It Castellana Grotte,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LON-GIU-98
LOP-TOM-94,Lopez,Tomas,190,1994-09-12,ARG,Rosario,ARG,Tonno Callipo Calabria Vibo Valentia,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LOP-TOM-94
LOR-LUC-99,Loreto,Luca,190,1999-03-19,ITA,Roma,ITA,Roma Volley,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LOR-LUC-99
LOS-FAB-98,Losco,Fabio,190,1998-06-21,ITA,Solofra,ITA,Ceramica Scarabeo Gcf Roma,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LOS-FAB-98
LOU-YAC-92,Louati,Yacine,198,1992-03-04,FRA,Tourcoing (FRA),FRA,Kioene Padova,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LOU-YAC-92
LOZ-MAR-84,Lozzi,Marco,186,1984-10-25,ITA,Chiaravalle,ITA,Tipiesse Cisano Bergamasco,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LOZ-MAR-84
LUB-DRA-93,Luburic,Drazen,202,1993-11-02,SRB,Novi Sad,SRB,LPR Piacenza,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LUB-DRA-93
LUC-MAR-96,Lucarelli,Marco,190,1996-12-19,ITA,Sora,ITA,Aurispa Alessano,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LUC-MAR-96
LUG-LEO-98,Lugli,Leonardo,200,1998-12-31,ITA,Mantova,ITA,Pag Taviano,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LUG-LEO-98
LUP-ORE-83,Luppi,Oreste,199,1983-04-22,ITA,Guastalla,ITA,Gioiella Micromilk Gioia del Colle,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LUP-ORE-83
LUS-MAT-02,Lusetti,Matteo,NULL,2002-08-08,ITA,Modena,ITA,Azimut Modena,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LUS-MAT-02
LYN-JUL-90,Lyneel,Julien,192,1990-04-15,FRA,Montpellier,FRA,Bunge Ravenna,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=LYN-JUL-90
MAA-STE-94,Maar,Stephen,202,1994-12-06,CAN,Scarborough,CAN,Revivre Axopower Milano,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAA-STE-94
MAC-FIL-99,Maccabruni,Filippo,196,1999-08-04,ITA,Segrate,ITA,Geosat Geovertical Lagonegro,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAC-FIL-99
MAC-GRA-96,Maccarone,Graziano,200,1996-08-26,ITA,Vibo Valentia,ITA,Acqua Fonteviva Apuana Livorno,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAC-GRA-96
MAE-WIL-81,Maestrelli,William,198,1981-05-09,ITA,Brescia,ITA,Centrale McDonald's Brescia,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAE-WIL-81
MAF-FIL-98,Maffeis,Filippo,195,1998-10-02,ITA,Bergamo,ITA,Caloni Agnelli Bergamo,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAF-FIL-98
MAG-ALB-96,Magalini,Alberto,196,1996-08-23,ITA,NULL,ITA,Calzedonia Verona,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAG-ALB-96
MAG-GIU-01,Magalini,Giulio,196,2001-08-14,ITA,Verona,ITA,Club Italia Crai Roma,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAG-GIU-01
MAI-DOM-90,Maiorana,Domenico,187,1990-10-09,ITA,Praia a Mare,ITA,Geosat Geovertical Lagonegro,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAI-DOM-90
MAJ-MLA-81,Majdak,Mladen,201,1981-07-04,SRB,Novi Pazar,SRB,Emma Villas Siena,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAJ-MLA-81
MAL-GAB-99,Maletto,Gabriele,202,1999-07-22,ITA,Torino,ITA,Club Italia Crai Roma,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAL-GAB-99
MAL-MIC-98,Malvestiti,Michele,197,1998-06-28,ITA,Seriate,ITA,Vero Volley Monza,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAL-MIC-98
MAN-AND-98,Mancini,Andrea,198,1998-04-22,ITA,Roma,ITA,Ceramica Scarabeo Gcf Roma,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAN-AND-98
MAN-DAV-79,Manassero,Davide,197,1979-10-20,ITA,Cuneo,ITA,VBC Mondovì,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAN-DAV-79
MAN-LOR-79,Manià,Loris,190,1979-01-27,ITA,Gorizia,ITA,Wixo LPR Piacenza,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAN-LOR-79
MAN-MAR-99,Manginelli,Mario,185,1999-09-04,ITA,Locorotondo,ITA,Materdominivolley.It Castellana Grotte,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAN-MAR-99
MAN-MOH-95,Manavinezhad,Mohammadjavad,200,1995-11-27,IRI,Ishafan,IRI,Calzedonia Verona,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAN-MOH-95
MAN-NIC-99,Mancin,Nicolò,190,1999-07-06,ITA,Valdagno,ITA,Sol Lucernari Montecchio Maggiore,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAN-NIC-99
MAN-TOM-92,Maniero,Tomislav,201,1992-08-20,ITA,Padova,ITA,Tonazzo Padova,2012,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAN-TOM-92
MAR-ALB-98,Marra,Alberto,206,1998-11-18,ITA,Gallipoli,ITA,Geosat Geovertical Lagonegro,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-ALB-98
MAR-ALE-97,Marta,Alessandro,187,1997-09-10,ITA,Perugia,ITA,Monini Spoleto,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-ALE-97
MAR-AND-90,Marchisio,Andrea,186,1990-11-06,ITA,Cuneo,ITA,Cucine Lube Civitanova,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-AND-90
MAR-CHR-97,Marks,Christoph,200,1997-04-16,GER,Aquisgrana,GER,Sieco Service Ortona,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-CHR-97
MAR-DAN-94,Marini,Daniele,197,1994-09-02,ITA,Treviso,ITA,Tinet Gori Wines Prata di Pordenone,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-DAN-94
MAR-DAV-84,Marra,Davide,180,1984-03-12,ITA,Praia a Mare,ITA,Tonno Callipo Calabria Vibo Valentia,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-DAV-84
MAR-EMA-98,Marra,Emanuele Maria,186,1998-08-14,ITA,Solofra,ITA,Sigma Aversa,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-EMA-98
MAR-FED-88,Marchetti,Federico,174,1988-07-31,ITA,Ferrara,ITA,Gioiella Gioia del Colle,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-FED-88
MAR-FED-90,Marretta,Federico,189,1990-08-09,ITA,Castelvetrano,ITA,Calzedonia Verona,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-FED-90
MAR-FED-94,Marrazzo,Federico,190,1994-09-12,ITA,Roma,ITA,Globo Banca Popolare del Frusinate Sora,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-FED-94
MAR-GAB-88,Maruotti,Gabriele,194,1988-03-25,ITA,Fiumicino,ITA,Emma Villas Siena,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-GAB-88
MAR-GIU-95,Mariella,Giulio,198,1995-08-02,ITA,Foggia,ITA,Pag Taviano,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-GIU-95
MAR-GOR-81,Maric,Goran,204,1981-11-02,SRB,Novi Sad,SRB,Emma Villas Siena,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-GOR-81
MAR-LEO-79,Marshall,Leonel,196,1979-09-25,CUB,L'Avana,ITA,Wixo LPR Piacenza,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-LEO-79
MAR-LOR-01,Maretti,Lorenzo,185,2001-01-22,ITA,Ravenna,ITA,Bunge Ravenna,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-LOR-01
MAR-LUC-94,Marzo,Luca,190,1994-01-15,ITA,Ravenna,ITA,Aurispa Alessano,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-LUC-94
MAR-MAN-01,Marzorati,Manuel,190,2001-07-18,ITA,Alzano Lombardo,ITA,Olimpia Bergamo,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-MAN-01
MAR-MAN-89,Marchiani,Manuele,185,1989-04-05,ITA,Loreto,ITA,Videx Grottazzolina,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-MAN-89
MAR-MAR-76,Marolda,Mario,188,1976-12-05,ITA,Salerno,ITA,Sidigas Atripalda,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-MAR-76
MAR-MAR-85,Marzola,Marco,197,1985-08-11,ITA,Cesena,ITA,Globo Banca Popolare del Frusinate Sora,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-MAR-85
MAR-MAT-87,Martino,Matteo,198,1987-01-28,ITA,Alessandria,ITA,Cucine Lube Banca Marche Macerata,2013,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-MAT-87
MAR-MAT-94,Martinelli,Matteo,192,1994-07-02,ITA,Modena,ITA,Pag Taviano,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-MAT-94
MAR-MIC-92,Marinelli,Michele,195,1992-04-15,ITA,Velletri,ITA,Tinet Gori Wines Prata di Pordenone,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-MIC-92
MAR-NIC-87,Marechal,Nicolas,198,1987-03-04,FRA,Sainte-Catherine,FRA,Bunge Ravenna,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-NIC-87
MAR-PIE-98,Margutti,Pietro,191,1998-04-20,ITA,Ravenna,ITA,Gioiella Gioia del Colle,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-PIE-98
MAR-ROM-91,Mariano,Romolo,190,1991-12-18,ITA,Bergamo,ITA,Monini Spoleto,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-ROM-91
MAR-SAE-85,Marouflakrani,Mir Saeid,189,1985-10-20,IRI,Urmia,IRI,Emma Villas Siena,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-SAE-85
MAR-SEB-96,Marsili,Sebastiano,181,1996-12-08,ITA,Treviso,ITA,Tonno Callipo Calabria Vibo Valentia,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-SEB-96
MAR-SIM-78,Marini,Simone,183,1978-07-17,ITA,Umbertide,ITA,Gherardi SVI Città Di Castello,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-SIM-78
MAR-SIM-97,Marcovecchio,Simone,201,1997-07-18,ITA,Campobasso,ITA,Gioiella Gioia del Colle,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-SIM-97
MAR-STE-97,Marchini,Stefano,180,1997-01-14,ITA,Lugo,ITA,Consar Ravenna,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAR-STE-97
MAS-AND-71,Masini,Andrea,184,1971-02-03,ITA,Arezzo,ITA,Acqua Fonteviva Massa,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAS-AND-71
MAS-JAC-88,Massari,Jacopo,185,1988-06-02,ITA,Parma,ITA,Cucine Lube Civitanova,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAS-JAC-88
MAS-LUI-75,Mastrangelo,Luigi,202,1975-08-17,ITA,Mottola,ITA,Bre Lannutti Cuneo,2013,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAS-LUI-75
MAT-AND-93,Mattei,Andrea,202,1993-07-23,ITA,Marino,ITA,Emma Villas Siena,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAT-AND-93
MAT-FRA-75,Mattioli,Francesco,194,1975-10-06,ITA,Firenze,ITA,Altotevere San Giustino,2012,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAT-FRA-75
MAT-GIO-83,Mattera,Giordano,200,1983-08-29,ITA,Civitavecchia,ITA,Revivre Milano,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAT-GIO-83
MAT-JOS-76,Matheus,Josè,193,1976-04-11,VEN,Caracas,ITA,Coserplast Matera,2012,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAT-JOS-76
MAT-MAT-89,Matricardi,Mattia,185,1989-01-31,ITA,Chieti,ITA,Sieco Service Ortona,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAT-MAT-89
MAU-PIE-95,Mauti,Pierpaolo,190,1995-03-01,ITA,Sora,ITA,Globo Banca Popolare del Frusinate Sora,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAU-PIE-95
MAZ-CAR-80,Mazza,Carmelo,185,1980-10-10,ITA,Catania,ITA,Aurispa Alessano,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAZ-CAR-80
MAZ-DAN-92,Mazzone,Daniele,207,1992-06-04,ITA,Chieri,ITA,Azimut Leo Shoes Modena,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAZ-DAN-92
MAZ-FED-96,Mazza,Federico,200,1996-03-08,ITA,Milano,ITA,Elios Messaggerie Catania,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAZ-FED-96
MAZ-FIL-95,Mazzotti,Filippo,181,1995-09-13,ITA,Ravenna,ITA,CMC Ravenna,2012,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAZ-FIL-95
MAZ-PAO-96,Mazzone,Paolo,200,1996-06-25,ITA,Chieri,ITA,Kemas Lamipel Santa Croce,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAZ-PAO-96
MAZ-RIC-96,Mazzon,Riccardo,199,1996-01-31,ITA,Cittadella,ITA,Materdominivolley.It Castellana Grotte,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MAZ-RIC-96
MCK-RIL-88,Mc Kibbin,Riley,190,1988-09-09,USA,Honolulu - Isole Hawaii,USA,CMC Ravenna,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MCK-RIL-88
ME2-MIC-90,Menardo,Michael,191,1990-06-23,ITA,Cuneo,ITA,Banca Alpi Marittime Acqua S. Bernardo Cuneo,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=ME2-MIC-90
MED-DAN-89,Medei,Daniele,197,1989-07-01,ITA,Macerata,ITA,Menghi Shoes Macerata,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MED-DAN-89
MED-LUK-93,Medic,Luka,192,1993-08-04,SRB,Subotica,SRB,Tonno Callipo Calabria Vibo Valentia,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MED-LUK-93
MEL-ALI-93,Melo,Alisson Do Monte Martins,203,1993-03-13,BRA,Tres Coracoes,BRA,Emma Villas Siena,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MEL-ALI-93
MEL-VAL-98,Meleddu,Valentino,197,1998-02-07,ITA,Sorgono,ITA,Pag Taviano,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MEL-VAL-98
MEN-DAN-87,Mengozzi,Daniele,194,1987-04-18,ITA,Forlì,ITA,Emma Villas Siena,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MEN-DAN-87
MEN-JAC-98,Meneghello,Jacopo,NULL,1998-10-06,ITA,Carate Brianza,ITA,Vero Volley Monza,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MEN-JAC-98
MEN-JEF-88,Menzel,Jeffrey,199,1988-10-31,USA,Santa Barbara (California),USA,BCC-NEP Castellana Grotte,2012,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MEN-JEF-88
MEN-MIC-90,Menicali,Michael,203,1990-03-08,ITA,Moncalieri,ITA,Sieco Service Ortona,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MEN-MIC-90
MEN-STE-85,Mengozzi,Stefano,205,1985-05-06,ITA,Ravenna,ITA,Tonno Callipo Calabria Vibo Valentia,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MEN-STE-85
MER-MAR-83,Mercorio,Mario,191,1983-10-28,ITA,Caserta,ITA,Gas Sales Piacenza,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MER-MAR-83
MER-MAT-98,Meringolo,Mattia,195,1998-03-27,ITA,Cosenza,ITA,Gioiella Gioia del Colle,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MER-MAT-98
MER-PIE-99,Merlo,Pietro,NULL,1999-06-21,ITA,Thiene,ITA,Kioene Padova,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MER-PIE-99
MES-DOM-76,Meszaros,Domotor,199,1976-10-26,HUN,Budapest,HUN,Carige Genova,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MES-DOM-76
MIC-PET-90,Michalovic,Peter,202,1990-05-26,SVK,Malacky,SVK,Tonno Callipo Calabria Vibo Valentia,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIC-PET-90
MIG-STE-90,Mignolo,Stefano,180,1990-10-22,ROM,Rosioli De Vede,ITA,Tonno Callipo Vibo Valentia,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIG-STE-90
MIG-TOM-00,Migliorin,Tommaso,192,2000-03-27,ITA,Vicenza,ITA,Sol Lucernari Montecchio Maggiore,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIG-TOM-00
MIJ-DAN-92,Mijatovic,Dane,202,1992-02-05,SLO,Šempeter pri Gorici,SLO,Centrale Del Latte Sferc Brescia,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIJ-DAN-92
MIL-DAN-84,Milushev,Danail,200,1984-03-02,BUL,Varna,BUL,Geosat Geovertical Lagonegro,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIL-DAN-84
MIL-IVA-79,Miljkovic,Ivan,206,1979-09-13,SRB,Nis,ITA,Cucine Lube Banca Marche Civitanova,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIL-IVA-79
MIL-LOR-91,Milesi,Lorenzo,202,1991-07-16,ITA,San Giovanni Bianco,ITA,Tipiesse Cisano Bergamasco,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIL-LOR-91
MIL-SEB-95,Milan,Sebastiano,203,1995-04-06,ITA,Treviso,ITA,Centrale Del Latte Sferc Brescia,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIL-SEB-95
MIN-MAT-81,Minnoni,Mattia ,191,1981-03-24,ITA,Montegiorgio,ITA,Videx Grottazzolina,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIN-MAT-81
MIN-MAT-98,Minuti,Mattia,197,1998-10-27,ITA,Pisa,ITA,Acqua Fonteviva Apuana Livorno,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIN-MAT-98
MIO-NIC-93,Miola,Nicolas,194,1993-12-07,ITA,Torino,ITA,VBC Mondovì,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIO-NIC-93
MIR-COS-96,Mirenda,Costantino,180,1996-05-18,ITA,Patti,ITA,Elettrosud Brolo,2013,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIR-COS-96
MIR-MOJ-91,Mirzajanpourmouziraji,Mojtaba,198,1991-10-07,IRI,Babol,IRI,BCC Castellana Grotte,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIR-MOJ-91
MIR-RIC-00,Miraglia,Riccardo,195,2000-05-13,ITA,Nardò,ITA,BCC Leverano,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIR-RIC-00
MIS-AND-94,Miselli,Andrea,193,1994-12-08,ITA,Reggio nell'Emilia,ITA,Kemas Lamipel Santa Croce,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIS-AND-94
MIS-EMA-82,Miscio,Emanuele,186,1982-06-16,ITA,Arezzo,ITA,Menghi Shoes Macerata,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIS-EMA-82
MIS-MIR-88,Miscione,Mirko,200,1988-05-21,ITA,Vasto,ITA,Acqua Fonteviva Apuana Livorno,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIS-MIR-88
MIS-RAD-95,Miskevich,Radzivon,196,1995-04-22,BLR,NULL,BLR,Biosì Indexa Sora,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIS-RAD-95
MIT-MIH-90,Mitic,Mihajlo,201,1990-09-19,SRB,Veliko Gradiste,SRB,Sir Safety Conad Perugia,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MIT-MIH-90
MOC-ERI-92,Mochalski,Eric,200,1992-07-31,USA,Manhattan Beach (california),USA,Maury's Italiana Assicurazioni Tuscania,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MOC-ERI-92
MOL-FAB-90,Molteni,Fabio,195,1990-06-23,ITA,Como,ITA,Cassa Rurale Cantù,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MOL-FAB-90
MOL-MAR-76,Molteni,Marco,196,1976-09-03,ITA,Brescia,ITA,Casa Modena,2012,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MOL-MAR-76
MOL-MIC-98,Molinari,Michael,197,1998-04-30,ITA,San Severino Marche,ITA,Menghi Shoes Macerata,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MOL-MIC-98
MON-DAR-84,Monguzzi,Dario,204,1984-07-23,ITA,Monza,ITA,Pool Libertas Cantù,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MON-DAR-84
MON-DAV-95,Montò,Davide,195,1995-10-27,ITA,Napoli,ITA,Sigma Aversa,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MON-DAV-95
MON-DAV-96,Monesi,Davide,170,1996-05-05,ITA,Milano,ITA,Vero Volley Monza,2013,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MON-DAV-96
MON-DEN-02,Monachesi,Dennis,NULL,2002-08-08,ITA,Piacenza,ITA,Wixo LPR Piacenza,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MON-DEN-02
MON-EMA-95,Monda,Emanuele,NULL,NULL,ITA,NULL,ITA,Sidigas Atripalda,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MON-EMA-95
MON-LEO-97,Monteleone,Leonardo,181,1997-06-03,ITA,Corato,ITA,Domar Matera,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=MON-LEO-97
