id,cognome,nome,Altezza,DataNascita,NazioneNascita,LuogoNascita,NazionalitaSportiva,UltimaSquadra,ultimastagione,urlFoto
CUO-IVA-83,Cuomo,Ivan,193,1983-05-23,ITA,Napoli,ITA,Sidigas Atripalda,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CUO-IVA-83
CUP-KON-87,Cupkovic,Konstantin,205,1987-01-02,CRO,Virovitica,SRB,Sir Safety Perugia,2013,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CUP-KON-87
CUR-VAL-78,Curti,Valerio,203,1978-11-10,ITA,Modena,ITA,Conad Reggio Emilia,2012,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CUR-VAL-78
CUT-DAN-01,Cuti,Daniele,195,2001-02-16,ITA,Palermo,ITA,GoldenPlast Potenza Picena,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=CUT-DAN-01
DAL-AND-90,Dall'Olio,Andrea,185,1990-09-29,ITA,Aosta,ITA,Edilesse Conad Reggio Emilia,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAL-AND-90
DAL-GIA-01,Dal Corso,Gianluca,197,2001-01-09,ITA,Mirano,ITA,Club Italia Crai Roma,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAL-GIA-01
DAL-GIA-97,D'Alessandro,Gianluca,NULL,1997-08-24,ITA,Lanciano,ITA,Sieco Service Ortona,2012,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAL-GIA-97
DAL-NIC-83,Daldello,Nicola,185,1983-05-06,ITA,Treviso,ITA,Itas Trentino,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAL-NIC-83
DAM-FRA-99,D'Amico,Francesco,183,1999-10-09,ITA,Ostuni,ITA,GoldenPlast Potenza Picena,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAM-FRA-99
DAN-ROB-78,D'Angelo,Roberto,196,1978-09-16,ITA,Santa Maria Capua Vetere,ITA,Sidigas HS Atripalda,2012,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAN-ROB-78
DAN-SAN-95,Danani La Fuente,Santiago,176,1995-12-12,ARG,Buenos Aires,ESP,Kioene Padova,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAN-SAN-95
DAN-SIM-98,Danielli,Simone,191,1998-07-10,ITA,Como,ITA,Pool Libertas Cantù,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAN-SIM-98
DAO-MAT-79,Daolio,Matteo,195,1979-02-23,ITA,Roma,ITA,Itely Milano,2013,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAO-MAT-79
DAP-FRA-92,Da Prato,Francesco,200,1992-11-27,ITA,Pisa,ITA,Kemas Lamipel Santa Croce,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAP-FRA-92
DAS-CAI-92,Da Silva Fazanha,Caio Fernando,204,1992-11-30,BRA,Mirandópolis,BRA,Domar Matera,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAS-CAI-92
DAS-MAR-82,Da Silva Pedreira Junior,Mario,192,1982-05-03,BRA,Rio de Janeiro,BRA,Copra Piacenza,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAS-MAR-82
DAS-PAU-86,Da Silva Costa,Paulo Victor,198,1986-05-12,BRA,Corumbà,BRA,Globo Scarabeo Civita Castellana,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAS-PAU-86
DAS-WIL-91,Da Silva,Willyan,195,1991-11-19,BRA,NULL,BRA,Basi Grafiche Geosat Lagonegro,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAS-WIL-91
DAV-AND-82,D'Avanzo,Andrea,199,1982-02-25,ITA,Avella,ITA,Sidigas Atripalda,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAV-AND-82
DAV-DYL-91,Davis,Dylan,205,1991-04-06,USA,Newport Beach (CA),USA,Top Volley Latina,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAV-DYL-91
DAV-ZOL-81,David,Zoltan,191,1981-03-28,HUN,Kapsowar,HUN,B-Chem Golden Plast Potenza Picena,2012,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DAV-ZOL-81
DE-MAT-91,De Rosas,Matteo,187,1991-10-29,ITA,Olbia,ITA,Sigma Aversa,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DE-MAT-91
DE-STEF,De Leo,Stefano,187,1990-03-21,ITA,Chieti,ITA,B-Chem Potenza Picena,2013,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DE-STEF
DEA-CAR-96,De Angelis,Carlo,190,1996-01-10,ITA,Formia,ITA,Itas Trentino,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEA-CAR-96
DEB-GIU-92,De Biasi,Giuseppe,187,1992-09-03,ITA,NULL,ITA,Gas Sales Piacenza,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEB-GIU-92
DEB-JOA-93,De Barros Ferreira,Joao Rafael,191,1993-03-17,BRA,Recife,BRA,Globo Banca Popolare del Frusinate Sora,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEB-JOA-93
DEC-LUC-88,De Cecco,Luciano,194,1988-06-02,ARG,Santa Fè,ARG,Sir Safety Conad Perugia,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEC-LUC-88
DEC-MAR-98,De Costa,Marco,185,1998-01-19,ITA,Catania,ITA,Elios Messaggerie Catania,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEC-MAR-98
DEC-MIC-77,De Caria,Michele,177,1992-10-20,ITA,Isernia,ITA,Cicchetti Isernia,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEC-MIC-77
DEF-PAO-95,De Fabritiis,Giacomo,193,1995-09-23,ITA,Roma,ITA,Videx Grottazzolina,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEF-PAO-95
DEG-DIE-86,De Giovanni,Diego,188,1986-03-11,ITA,Gagliano del Capo,ITA,Aurispa Alessano,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEG-DIE-86
DEG-MIC-68,De Giorgi,Michele,182,1968-10-09,ITA,Campi Salentina,ITA,Caffè Aiello Corigliano,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEG-MIC-68
DEL-CAR-01,Del Piano,Carlo,178,2001-01-23,ITA,Caserta,ITA,Sigma Aversa,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-CAR-01
DEL-DOR-84,Della Lunga,Dore,194,1984-07-25,ITA,Chiaravalle,ITA,Sir Safety Conad Perugia,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-DOR-84
DEL-FED-94,Del Campo,Federigo,186,1994-10-03,ITA,Dicomano,ITA,Kemas Lamipel Santa Croce,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-FED-94
DEL-FER-96,Della Volpe,Ferdinando,197,1996-01-10,ITA,Siena,ITA,Emma Villas Siena,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-FER-96
DEL-FRA-86,De Luca,Francesco,206,1986-10-26,ITA,Formia,ITA,BAM Mondovì,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-FRA-86
DEL-FRA-87,Del Vecchio,Francesco,193,1987-04-21,ITA,Terlizzi,ITA,Geosat Geovertical Lagonegro,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-FRA-87
DEL-GIU-92,Della Corte,Giuseppe,198,1992-06-06,ITA,Acquaviva delle Fonti,ITA,Tinet Gori Wines Prata di Pordenone,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-GIU-92
DEL-HUG-90,De Leon Guimaraes,Hugo,198,1990-07-04,BRA,NULL,BRA,Kemas Lamipel Santa Croce,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-HUG-90
DEL-LOR-98,Dellepiaggi,Lorenzo,178,1998-01-27,ITA,Tarquinia,ITA,Maury's Italiana Assicurazioni Tuscania,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-LOR-98
DEL-MAT-99,Della Rosa,Mattia,190,1999-06-29,ITA,Viterbo,ITA,Maury's Italiana Assicurazioni Tuscania,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-MAT-99
DEL-NED-75,Deltchev,Nedialko,187,1982-03-07,BUL,Pazarojik,ITA,Tinet Gori Wines Prata di Pordenone,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEL-NED-75
DEM-ANT-94,De Mattia,Antonio,179,1994-09-03,ITA,Avellino,ITA,Sidigas Atripalda,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEM-ANT-94
DEM-DAV-89,De Matteis,Davide,202,1989-01-30,ITA,Grosseto,ITA,Globo Scarabeo Civita Castellana,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEM-DAV-89
DEN-ANG-77,Dennis,Angel,193,1977-06-13,CUB,L'Avana,CUB,Kemas Lamipel Santa Croce,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEN-ANG-77
DEN-ANG-77,Dennis,Angel,193,1977-06-13,CUB,L'Avana,CUB,Revivre Milano,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEN-ANG-77
DEP-ANT-88,De Paola,Antonio,192,1988-01-07,ITA,Gaeta,ITA,Geosat Geovertical Lagonegro,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEP-ANT-88
DEP-DAN-84,De Pandis,Daniele,184,1984-06-30,ITA,Lecce,ITA,Calzedonia Verona,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEP-DAN-84
DEP-RIC-79,De Paula,Ricardo,195,1979-05-19,BRA,Goiana,BRA,Sidigas Atripalda,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEP-RIC-79
DEP-VIN-98,De Patto,Vincenzo,NULL,1998-10-28,ITA,Castrovillari,ITA,Caffè Aiello Corigliano,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DEP-VIN-98
DER-JAS-89,De Rocco,Jason,198,1989-09-19,CAN,Winnipeg,CAN,Andreoli Latina,2013,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DER-JAS-89
DER-SAM-92,Deroo,Sam,202,1992-04-29,BEL,Beveren,BEL,Calzedonia Verona,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DER-SAM-92
DES-DAN-93,De Santis,Danilo,202,1993-04-01,ITA,Tarquinia,ITA,Acqua Fonteviva Apuana Livorno,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DES-DAN-93
DES-MAC-88,De Souza,Maciel Daniel,196,1988-04-19,BRA,NULL,BRA,Maury's Italiana Assicurazioni Tuscania,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DES-MAC-88
DES-MIC-96,De Serio,Michele,195,1996-09-30,ITA,Terlizzi,ITA,Materdominivolley.it Castellana Grotte,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DES-MIC-96
DES-ROL-87,Despaigne Jurquin,Rolando,200,1987-06-07,CUB,NULL,CUB,Exprivia Neldiritto Molfetta,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DES-ROL-87
DES-SAV-99,De Santis,Saverio,175,1999-09-21,ITA,Locri,ITA,Conad Lamezia,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DES-SAV-99
DET-ACH-92,De Tora,Achille,NULL,NULL,ITA,NULL,ITA,Cicchetti Isernia,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DET-ACH-92
DET-GIO-85,De Togni,Giorgio,202,1985-07-07,ITA,Ferrara,ITA,BCC Castellana Grotte,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DET-GIO-85
DHU-STI-91,D'Hulst,Stijn,187,1991-04-24,BEL,Kortrijk,BEL,Cucine Lube Civitanova,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DHU-STI-91
DIA-AND-85,Diachkov,Andrii,202,1985-04-28,UKR,Kiev,UKR,Conad Reggio Emilia,2012,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIA-AND-85
DIA-ENR-93,Diamantini,Enrico,204,1993-04-04,ITA,Fano,ITA,Cucine Lube Civitanova,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIA-ENR-93
DIA-LUI-83,Diaz,Luis Augusto,195,1983-08-20,VEN,Caracas,VEN,Tonno Callipo Vibo Valentia,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIA-LUI-83
DIB-GIO-85,Di Benedetto,Giovanni,200,1985-04-19,ITA,Firenze,ITA,Gherardi SVI Città Di Castello,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIB-GIO-85
DIB-LEO-00,Di Bonaventura,Leo,188,2000-04-18,ITA,Fermo,ITA,Videx Grottazzolina,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIB-LEO-00
DIC-AND-97,Di Coste,Andrea,200,1997-09-30,ITA,Roma,ITA,Geosat Geovertical Lagonegro,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIC-AND-97
DIC-AND-99,Di Carlo,Andrea,180,1999-02-12,ITA,Putignano,ITA,Materdominivolley.It Castellana Grotte,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIC-AND-99
DIF-ANT-84,Di Fino,Antonello,200,1984-06-19,ITA,Cosenza,ITA,Conad Lamezia,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIF-ANT-84
DIF-FAB-91,Di Florio,Fabio,198,1991-04-21,ITA,Salerno,ITA,Sigma Aversa,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIF-FAB-91
DIF-FAB-96,Di Fulvio,Fabio,192,1996-08-12,ITA,Ortona,ITA,Sieco Service Ortona,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIF-FAB-96
DIF-LUC-84,Di Felice,Luca,202,1984-06-16,ITA,Milano,ITA,Itely Milano,2013,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIF-LUC-84
DIF-MAR-93,Di Felice,Marcello,199,1993-05-10,ITA,Sant'Omero,ITA,Maury's Italiana Assicurazioni Tuscania,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIF-MAR-93
DIF-MAS-78,Di Franco,Massimiliano,203,1978-02-07,ITA,San Cataldo,ITA,Conad Reggio Emilia,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIF-MAS-78
DIM-ALB-96,Dimastrogiovanni,Alberto,173,1996-04-10,ITA,Galatina,ITA,BCC Leverano,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIM-ALB-96
DIM-AND-82,Di Marco,Andrea,200,1982-11-18,ITA,Foligno,ITA,Emma Villas Siena,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIM-AND-82
DIM-DOB-91,Dimitrov,Dobromir,198,1991-07-07,BUL,Pazardzhik,BUL,Pag Taviano,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIM-DOB-91
DIM-ENZ-82,Di Manno,Enzo,199,1982-04-13,USA,Staten Island New York,ITA,CheBanca! Milano,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIM-ENZ-82
DIM-GAB-97,Di Martino,Gabriele,199,1997-07-20,ITA,Roma,ITA,Globo Banca Popolare del Frusinate Sora,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIM-GAB-97
DIM-LEO-02,Di Marco,Leonardo,202,2002-01-22,ITA,Firenze,ITA,Club Italia Crai Roma,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIM-LEO-02
DIM-PIE-82,Di Meo,Pietro,200,1982-06-28,ITA,Sulmona,ITA,Sieco Service Ortona,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIM-PIE-82
DIN-SAV-83,Di Noia,Savino,187,1983-07-09,ITA,Manfredonia,ITA,BCC Castellana Grotte,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIN-SAV-83
DIP-FAB-98,Di Pinto,Fabio,178,1998-05-02,ITA,Gioia del Colle,ITA,Coserplast Openet Matera,2013,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIP-FAB-98
DIR-LEO-93,Di Renzo,Leonardo,180,1993-11-01,ITA,Foligno,ITA,Monini Spoleto,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIR-LEO-93
DIS-PAO-98,Di Silvestre,Paolo Luigi,195,1998-01-31,ITA,Pescara,ITA,GoldenPlast Potenza Picena,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIS-PAO-98
DIS-PIE-01,Disabato,Piervito,187,2001-02-11,ITA,Altamura,ITA,Materdominivolley.It Castellana Grotte,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIS-PIE-01
DIT-SIM-82,Di Tommaso,Simone,176,1982-05-12,ITA,Pescara,ITA,Consar Ravenna,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DIT-SIM-82
DJU-MIT-89,Djuric,Mitar,211,1989-04-25,BIH,Sarajevo,GRE,Calzedonia Verona,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DJU-MIT-89
DOL-LUD-89,Dolfo,Ludovico,198,1989-06-30,ITA,Treviso,ITA,Sieco Service Ortona,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DOL-LUD-89
DOM-DAM-98,Domagala,Damian,199,1998-04-23,POL,Lodz,POL,Tonno Callipo Calabria Vibo Valentia,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DOM-DAM-98
DON-FAB-88,Donadio,Fabio,181,1988-04-30,ITA,Modena,ITA,DHL Modena,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DON-FAB-88
DON-FED-88,Donati,Federico,186,1988-05-25,ITA,Albenga,ITA,Carige Genova,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DON-FED-88
DON-JUL-86,Do Nascimento Jr,Julio Cesar,204,1986-07-03,BRA,Espirito Santo - Guarapari,BRA,Vero Volley Monza,2012,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DON-JUL-86
DOR-ALE-89,Dordei,Alessandro,196,1989-07-28,ITA,Civitavecchia,ITA,Gherardi SVI Città Di Castello,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DOR-ALE-89
DOS-VIN-86,Dos Santos,Vinicius,196,1986-05-10,BRA,NULL,BRA,Revivre Milano,2014,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DOS-VIN-86
DOU-THO-92,Douglas-Powell,Thomas Ewen,194,1992-09-16,AUS,NULL,AUS,Conad Reggio Emilia,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DOU-THO-92
DRA-LUC-99,Drago,Luca Saverio,185,1999-04-03,ITA,Massa,ITA,Acqua Fonteviva Massa,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DRA-LUC-99
DRO-SER-95,Drobnic,Sergej,193,1995-02-25,SLO,Kocevje,NULL,Aurispa Alessano,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DRO-SER-95
DUN-ALE-94,Duncan-Thibault,Alex,200,1994-05-04,CAN,Scarborough (ontario),CAN,Biosì Indexa Sora,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DUN-ALE-94
DUR-GIA-76,Durante,Gianluca,195,1976-08-28,ITA,Nardò,ITA,CheBanca! Milano,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DUR-GIA-76
DUR-LUC-89,Durso,Luca,185,1989-03-18,ITA,Avellino,ITA,Sidigas Atripalda,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DUR-LUC-89
DUT-FRA-91,Dutto,Francesco,197,1991-04-13,ITA,Cuneo,ITA,Banca Alpi Marittime Acqua S. Bernardo Cuneo,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DUT-FRA-91
DZA-DON-97,Dzavoronok,Donovan,202,1997-07-23,CZE,Brno,CZE,Vero Volley Monza,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=DZA-DON-97
EDG-THO-89,Edgar,Thomas,212,1989-06-21,AUS,Sydney,AUS,Sir Safety Perugia,2012,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=EDG-THO-89
ELI-ALB-85,Elia,Alberto,205,1985-08-12,ITA,Tarquinia,ITA,Consar Ravenna,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=ELI-ALB-85
ERA-ALE-94,Erati,Alex,202,1994-06-24,ITA,Melzo,ITA,Olimpia Bergamo,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=ERA-ALE-94
ERE-THO-79,Ereu,Thomas,193,1979-10-25,VEN,Acarigua,VEN,Carige Genova,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=ERE-THO-79
ESK-MIK-78,Esko,Mikko,198,1978-09-03,FIN,Vammala,FIN,Casa Modena,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=ESK-MIK-78
ESP-DAV-95,Esposito,Davide,203,1995-08-25,ITA,Cuneo,ITA,Globo Banca Popolare del Frusinate Sora,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=ESP-DAV-95
EXI-JEA-82,Exiga,Jean-Francois,176,1982-03-09,FRA,Ajaccio,FRA,Lube Banca Marche Macerata,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=EXI-JEA-82
FAB-DIE-89,Fabiano,Diego,186,1989-11-15,ITA,Mondovì,ITA,BAM Mondovì,2015,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAB-DIE-89
FAB-MAR-81,Fabroni,Marco,190,1981-08-04,ITA,Castellanza,ITA,Conad Reggio Emilia,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAB-MAR-81
FAB-TOM-96,Fabi,Tommaso,200,1996-12-06,ITA,Macerata,ITA,Maury'S Italiana Assicurazioni Tuscania,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAB-TOM-96
FAC-LOR-98,Facchini,Lorenzo,191,1998-11-17,ITA,Pisa,ITA,Acqua Fonteviva Apuana Livorno,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAC-LOR-98
FAL-GUI-77,Falasca,Guillermo,200,1977-10-24,ARG,Mendoza,ESP,Tonno Callipo Vibo Valentia,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAL-GUI-77
FAL-MAR-03,Falaschi,Marco,187,1987-09-18,ITA,Pisa,ITA,BCC Castellana Grotte,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAL-MAR-03
FAN-FAB-85,Fanuli,Fabio,188,1985-02-10,ITA,NULL,ITA,Gas Sales Piacenza,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAN-FAB-85
FAN-JAC-98,Fantini,Jacopo,195,1998-04-23,ITA,Cuneo,ITA,Conad Lamezia,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAN-JAC-98
FAN-LEO-97,Fantauzzo,Leonardo,180,1997-07-11,ITA,Arezzo,ITA,Emma Villas Siena,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAN-LEO-97
FAR-ALE-76,Farina,Alessandro,182,1976-05-16,ITA,Parma,ITA,Tonno Callipo Calabria Vibo Valentia,2013,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAR-ALE-76
FAR-MAT-01,Farina,Mattia,202,2001-05-07,ITA,Sora,ITA,Globo Banca Popolare del Frusinate Sora,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FAR-MAT-01
FED-FIL-00,Federici,Filippo,182,2000-12-26,ITA,Ancona,ITA,Club Italia Crai Roma,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FED-FIL-00
FED-MIC-91,Fedrizzi,Michele,192,1991-05-21,ITA,Trento,ITA,Emma Villas Siena,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FED-MIC-91
FED-MIC-91,Fedrizzi,Michele,192,1991-05-21,ITA,Trento,ITA,Monini Spoleto,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FED-MIC-91
FEI-ALE-78,Fei,Alessandro,203,1978-11-29,ITA,Saronno,ITA,Gas Sales Piacenza,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FEI-ALE-78
FER-ALE-91,Ferreira,Alexandre,203,1991-11-13,POR,Seia,POR,Calzedonia Verona,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FER-ALE-91
FER-ALE-95,Ferrini,Alessio,197,1995-10-15,ITA,Velletri,ITA,Sieco Service Ortona,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FER-ALE-95
FER-AND-96,Ferrari,Andrea,NULL,1996-08-26,ITA,Modena,ITA,Azimut Modena,2016,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FER-AND-96
FER-ATH-88,Ferreira Costa,Athos,205,1988-11-29,BRA,Belo Horizonte,BRA,Bcc Castellana Grotte,2017,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FER-ATH-88
FER-DAI-80,Ferreira Da Silva,Daivison,198,1980-06-30,BRA,Belo Horizonte,BRA,Globo Banca Popolare Del Frusinate Sora,2011,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FER-DAI-80
FER-DAN-90,Ferraro,Daniele,180,1990-06-26,ITA,Grosseto,ITA,Kemas Lamipel Santa Croce,2018,http://www.legavolley.it/FotoAtleta.aspx?Field=FotoTessera&Key=FER-DAN-90
