FILE_WLINK,FILE_THUMB,TITLE,DESCRIPTION,LICENSE,DATE,AUTHOR,CREATOR_COMMONS_LINK,SIZE_TEMPLATE,MEDIUM,DOI_ID,SOURCE
"[[:File:Dettaglio del monumento funebre al cardinale Martinez de Chavescon presso San Giovanni Laterano.jpg]]","[[File:Dettaglio del monumento funebre al cardinale Martinez de Chavescon presso San Giovanni Laterano.jpg|100px]]",,"{{it|Dettaglio del monumento funebre al cardinale Martinez de Chavescon presso San Giovanni Laterano}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1890,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 21 |height = 27}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",293,https://iconoteca.arc.usi.ch/it/inventario/293
"[[:File:Statua di soldato. Dettaglio del monumento funebre del cardinale Antonio Martinez de Chavez di Portogallo presso San Giovanni in Laterano.jpg]]","[[File:Statua di soldato. Dettaglio del monumento funebre del cardinale Antonio Martinez de Chavez di Portogallo presso San Giovanni in Laterano.jpg|100px]]","{{it|Dettaglio del Monumento al cardinaleMartinez de Chiaves}}","{{it|Statua di soldato. Dettaglio del monumento funebre del cardinale Antonio Martinez de Chavez di Portogallo presso San Giovanni in Laterano}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1890,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",294,https://iconoteca.arc.usi.ch/it/inventario/294
"[[:File:Dettaglio del monumento funebre di papa Eugenio IV presso San Salvatore in Lauro.jpg]]","[[File:Dettaglio del monumento funebre di papa Eugenio IV presso San Salvatore in Lauro.jpg|100px]]",,"{{it|Dettaglio del monumento funebre di papa Eugenio IV presso San Salvatore in Lauro}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 17 |height = 23}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",296,https://iconoteca.arc.usi.ch/it/inventario/296
"[[:File:Monumento funebre di papa Eugenio IV presso San Salvatore in Lauro.jpg]]","[[File:Monumento funebre di papa Eugenio IV presso San Salvatore in Lauro.jpg|100px]]",,"{{it|Monumento funebre di papa Eugenio IV presso San Salvatore in Lauro}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Moscioni, Romualdo",,"{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",297,https://iconoteca.arc.usi.ch/it/inventario/297
"[[:File:Monumento funebre di papa Eugenio IV presso San Salvatore in Lauro (DOI 298).jpg]]","[[File:Monumento funebre di papa Eugenio IV presso San Salvatore in Lauro (DOI 298).jpg|100px]]","{{it|Chiesa di S. Salvatore in Lauro, antico refettorio. Mausoleo di Eugenio IV}}","{{it|Monumento funebre di papa Eugenio IV presso San Salvatore in Lauro}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 23 |height = 17}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",298,https://iconoteca.arc.usi.ch/it/inventario/298
"[[:File:Monumento funebre dei cardinali Latino Malabranca Orsini e Matteo Orsini.jpg]]","[[File:Monumento funebre dei cardinali Latino Malabranca Orsini e Matteo Orsini.jpg|100px]]",,"{{it|Monumento funebre dei cardinali Latino Malabranca Orsini e Matteo Orsini}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 20 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",299,https://iconoteca.arc.usi.ch/it/inventario/299
"[[:File:Monumento funebre del cardinale Pietro Manzi.jpg]]","[[File:Monumento funebre del cardinale Pietro Manzi.jpg|100px]]",,"{{it|Monumento funebre del cardinale Pietro Manzi}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1890,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",300,https://iconoteca.arc.usi.ch/it/inventario/300
"[[:File:Particolare della cappella Mazzatosta della Chiesa di Santa Maria della Verità.jpg]]","[[File:Particolare della cappella Mazzatosta della Chiesa di Santa Maria della Verità.jpg|100px]]","{{it|Viterbo. Cappella Mazzatosta, part.re Lorenzo da Viterbo}}","{{it|Particolare della cappella Mazzatosta della Chiesa di Santa Maria della Verità}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 26 |height = 21}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",301,https://iconoteca.arc.usi.ch/it/inventario/301
"[[:File:Dettaglio dell'altare della cappella Mazzatosta della Chiesa di Santa Maria della Verità.jpg]]","[[File:Dettaglio dell'altare della cappella Mazzatosta della Chiesa di Santa Maria della Verità.jpg|100px]]",,"{{it|Dettaglio dell'altare della cappella Mazzatosta della Chiesa di Santa Maria della Verità}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 17 |height = 24}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",302,https://iconoteca.arc.usi.ch/it/inventario/302
"[[:File:Sarcofago di papa Urbano VI presso le Grotte Vaticane.jpg]]","[[File:Sarcofago di papa Urbano VI presso le Grotte Vaticane.jpg|100px]]","{{it|Urban VI}}","{{it|Sarcofago di papa Urbano VI presso le Grotte Vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Moscioni, Romualdo",,"{{Size|unit = cm |width = 19 |height = 25}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",303,https://iconoteca.arc.usi.ch/it/inventario/303
"[[:File:Lato destro del bassorilievo del Giudizio finale, parte del monumento sepolcrale di Paolo II presso le Grotte Vaticane.jpg]]","[[File:Lato destro del bassorilievo del Giudizio finale, parte del monumento sepolcrale di Paolo II presso le Grotte Vaticane.jpg|100px]]",,"{{it|Lato destro del bassorilievo del Giudizio finale, parte del monumento sepolcrale di Paolo II presso le Grotte Vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1890,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",304,https://iconoteca.arc.usi.ch/it/inventario/304
"[[:File:Lato sinistro del bassorilievo del Giudizio finale, parte del monumento sepolcrale di Paolo II presso le Grotte Vaticane.jpg]]","[[File:Lato sinistro del bassorilievo del Giudizio finale, parte del monumento sepolcrale di Paolo II presso le Grotte Vaticane.jpg|100px]]",,"{{it|Lato sinistro del bassorilievo del Giudizio finale, parte del monumento sepolcrale di Paolo II presso le Grotte Vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1890,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",305,https://iconoteca.arc.usi.ch/it/inventario/305
"[[:File:Corpo centrale del bassorilievo del Giudizio finale, parte del monumento sepolcrale di Paolo II presso le Grotte Vaticane.jpg]]","[[File:Corpo centrale del bassorilievo del Giudizio finale, parte del monumento sepolcrale di Paolo II presso le Grotte Vaticane.jpg|100px]]",,"{{it|Corpo centrale del bassorilievo del Giudizio finale, parte del monumento sepolcrale di Paolo II presso le Grotte Vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1890,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",306,https://iconoteca.arc.usi.ch/it/inventario/306
"[[:File:Interno della Basilica di San Francesco alla Rocca con vista dei monumenti funebri di Clemente IV e di Adriano V.jpg]]","[[File:Interno della Basilica di San Francesco alla Rocca con vista dei monumenti funebri di Clemente IV e di Adriano V.jpg|100px]]","{{it|Monumenti di Clemente IV e di Adriano V nella chiesa di S. Francesco}}","{{it|Interno della Basilica di San Francesco alla Rocca con vista dei monumenti funebri di Clemente IV e di Adriano V}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 20 |height = 25}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",307,https://iconoteca.arc.usi.ch/it/inventario/307
"[[:File:Monumento funebre di papa Adriano V presso la Basilica di San Francesco alla Rocca.jpg]]","[[File:Monumento funebre di papa Adriano V presso la Basilica di San Francesco alla Rocca.jpg|100px]]","{{it|Monumento di Papa Adriano V nella chiesa di S. Francesco}}","{{it|Monumento funebre di papa Adriano V presso la Basilica di San Francesco alla Rocca}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 25 |height = 19}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",308,https://iconoteca.arc.usi.ch/it/inventario/308
"[[:File:Sarcofago con statua di una nobile viterbese presso la Basilica di San Francesco alla Rocca.jpg]]","[[File:Sarcofago con statua di una nobile viterbese presso la Basilica di San Francesco alla Rocca.jpg|100px]]","{{it|A Lady of the Courtenay Family, Tertiarij of St. Francis. ca. 1280. In the church of S. Francesco}}","{{it|Sarcofago con statua di una nobile viterbese presso la Basilica di San Francesco alla Rocca}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 21 |height = 25}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",309,https://iconoteca.arc.usi.ch/it/inventario/309
"[[:File:Pietra tombale di Jean de Villiers de Groslaye presso le Grotte vaticane.jpg]]","[[File:Pietra tombale di Jean de Villiers de Groslaye presso le Grotte vaticane.jpg|100px]]",,"{{it|Pietra tombale di Jean de Villiers de Groslaye presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",310,https://iconoteca.arc.usi.ch/it/inventario/310
"[[:File:Statua funebre del cardinale Cristoforo Moroni presso le Grotte vaticane.jpg]]","[[File:Statua funebre del cardinale Cristoforo Moroni presso le Grotte vaticane.jpg|100px]]","{{it|Statua sepolcrale del Card. Cristoforo Moroni. Grotte Vaticane}}","{{it|Statua funebre del cardinale Cristoforo Moroni presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1901,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 21 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",311,https://iconoteca.arc.usi.ch/it/inventario/311
"[[:File:Pietra tombale di Teobaldo di Rougemont presso le Grotte vaticane.jpg]]","[[File:Pietra tombale di Teobaldo di Rougemont presso le Grotte vaticane.jpg|100px]]","{{it|Basilica Vaticana - Grotte. Pietra Tombale di Teobaldo di Rougemont}}","{{it|Pietra tombale di Teobaldo di Rougemont presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1908-1910,,,"{{Size|unit = cm |width = 27 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",312,https://iconoteca.arc.usi.ch/it/inventario/312
"[[:File:Monumento funebre del cardinale Christopher Bainbridge presso il Collegio inglese.jpg]]","[[File:Monumento funebre del cardinale Christopher Bainbridge presso il Collegio inglese.jpg|100px]]","{{it|Collegio inglese. Monumento al Card. Cristoforo Bainbridge, arcivescovo di York}}","{{it|Monumento funebre del cardinale Christopher Bainbridge presso il Collegio inglese}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 18 |height = 24}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",313,https://iconoteca.arc.usi.ch/it/inventario/313
"[[:File:Monumento funebre del Gran Priore dei Cavalieri di Malta Bartolomeo Carafa presso la Chiesa di Santa Maria del Priorato.jpg]]","[[File:Monumento funebre del Gran Priore dei Cavalieri di Malta Bartolomeo Carafa presso la Chiesa di Santa Maria del Priorato.jpg|100px]]","{{it|Monumento al Gran Maestro Bartolomeo Carafa Priorato di Malta}}","{{it|Monumento funebre del Gran Priore dei Cavalieri di Malta Bartolomeo Carafa presso la Chiesa di Santa Maria del Priorato}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Moscioni, Romualdo",,"{{Size|unit = cm |width = 20 |height = 26}}","Materiale fotografico. Procedimento all'albumina",314,https://iconoteca.arc.usi.ch/it/inventario/314
"[[:File:Monumento funebre di Stefano De Surdis presso la Chiesa di San Balbina.jpg]]","[[File:Monumento funebre di Stefano De Surdis presso la Chiesa di San Balbina.jpg|100px]]",,"{{it|Monumento funebre di Stefano De Surdis presso la Chiesa di San Balbina}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 27 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",315,https://iconoteca.arc.usi.ch/it/inventario/315
"[[:File:Statua sepolcrale di Paolo II presso le Grotte vaticane.jpg]]","[[File:Statua sepolcrale di Paolo II presso le Grotte vaticane.jpg|100px]]",,"{{it|Statua sepolcrale di Paolo II presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 20 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",316,https://iconoteca.arc.usi.ch/it/inventario/316
"[[:File:Particolare del monumento funebre di Paolo II presso le Grotte vaticane.jpg]]","[[File:Particolare del monumento funebre di Paolo II presso le Grotte vaticane.jpg|100px]]","{{it|Roma. Particolare del monumento di Paolo II. Dalmata .Grotte Vaticane}}","{{it|Particolare del monumento funebre di Paolo II presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 20 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",317,https://iconoteca.arc.usi.ch/it/inventario/317
"[[:File:Monumento funebre di papa Bonifacio VIII presso le Grotte vaticane.jpg]]","[[File:Monumento funebre di papa Bonifacio VIII presso le Grotte vaticane.jpg|100px]]","{{it|Roma. Papa Bonifazio VIII. Grotte Vaticane}}","{{it|Monumento funebre di papa Bonifacio VIII presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 21 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",318,https://iconoteca.arc.usi.ch/it/inventario/318
"[[:File:Monumento funebre del cardinale Pietro Valeriano Duraguerra presso la Basilica di San Giovanni in Laterano.jpg]]","[[File:Monumento funebre del cardinale Pietro Valeriano Duraguerra presso la Basilica di San Giovanni in Laterano.jpg|100px]]","{{it|Roma. Monumento Cardinalizio. Epoca medioevale}}","{{it|Monumento funebre del cardinale Pietro Valeriano Duraguerra presso la Basilica di San Giovanni in Laterano}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1890,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 20 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",319,https://iconoteca.arc.usi.ch/it/inventario/319
"[[:File:Monumento funebre del cardinale Nicola Cusano presso la Chiesa di San Pietro in Vincoli.jpg]]","[[File:Monumento funebre del cardinale Nicola Cusano presso la Chiesa di San Pietro in Vincoli.jpg|100px]]","{{it|Roma. Monumento al Card. de' Cusa, 1500. Chiesa di S. Pietro in Vincoli}}","{{it|Monumento funebre del cardinale Nicola Cusano presso la Chiesa di San Pietro in Vincoli}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 20 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",320,https://iconoteca.arc.usi.ch/it/inventario/320
"[[:File:Dettaglio di un bassorilievo con figura papale inginocchiata.jpg]]","[[File:Dettaglio di un bassorilievo con figura papale inginocchiata.jpg|100px]]",,"{{it|Dettaglio di un bassorilievo con figura papale inginocchiata}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",321,https://iconoteca.arc.usi.ch/it/inventario/321
"[[:File:Busto di papa Benedetto XII presso le Grotte vaticane.jpg]]","[[File:Busto di papa Benedetto XII presso le Grotte vaticane.jpg|100px]]","{{it|Roma. Benedetto XII. Grotte vaticane}}","{{it|Busto di papa Benedetto XII presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",322,https://iconoteca.arc.usi.ch/it/inventario/322
"[[:File:Dettaglio della statua attribuita a papa Nicola IV presso la Basilica di San Giovanni in Laterano.jpg]]","[[File:Dettaglio della statua attribuita a papa Nicola IV presso la Basilica di San Giovanni in Laterano.jpg|100px]]","{{it|Roma. Dett. Nicola IV, opera cosmatesca. S. Giovanni in Laterano}}","{{it|Dettaglio della statua attribuita a papa Nicola IV presso la Basilica di San Giovanni in Laterano}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",323,https://iconoteca.arc.usi.ch/it/inventario/323
"[[:File:Dettaglio della statua di papa Bonifacio IX presso la Basilica di San Paolo fuori le mura.jpg]]","[[File:Dettaglio della statua di papa Bonifacio IX presso la Basilica di San Paolo fuori le mura.jpg|100px]]","{{it|Roma. Bonifacio IX (Dettaglio). Chiostro della Basilica di S. Paolo}}","{{it|Dettaglio della statua di papa Bonifacio IX presso la Basilica di San Paolo fuori le mura}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 27 |height = 21}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",324,https://iconoteca.arc.usi.ch/it/inventario/324
"[[:File:Statua di papa Bonifacio IX presso la Basilica di San Paolo fuori le mura.jpg]]","[[File:Statua di papa Bonifacio IX presso la Basilica di San Paolo fuori le mura.jpg|100px]]","{{it|Roma. Bonifacio IX. Chiostro della Basilica di S. Paolo}}","{{it|Statua di papa Bonifacio IX presso la Basilica di San Paolo fuori le mura}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 27 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",325,https://iconoteca.arc.usi.ch/it/inventario/325
"[[:File:Arnolfo di Cambio. Busto di Bonifacio VIII presso le Grotte vaticane.jpg]]","[[File:Arnolfo di Cambio. Busto di Bonifacio VIII presso le Grotte vaticane.jpg|100px]]","{{it|Roma. Bonifazio VIII, Arnolfo di Cambio. Grotte Vaticane}}","{{it|Arnolfo di Cambio. Busto di Bonifacio VIII presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 27 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",326,https://iconoteca.arc.usi.ch/it/inventario/326
"[[:File:Monumento funebre del cardinale Consalvo Rodriguez presso la Basilica di Santa Maria Maggiore.jpg]]","[[File:Monumento funebre del cardinale Consalvo Rodriguez presso la Basilica di Santa Maria Maggiore.jpg|100px]]","{{it|Roma. Monumento a Consalvo Rodriguez, Cosmati. S. M. Maggiore}}","{{it|Monumento funebre del cardinale Consalvo Rodriguez presso la Basilica di Santa Maria Maggiore}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1938,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",327,https://iconoteca.arc.usi.ch/it/inventario/327
"[[:File:Vista d'insieme sulla cappella Mazzatosta presso la Chiesa di Santa Maria della Verità.jpg]]","[[File:Vista d'insieme sulla cappella Mazzatosta presso la Chiesa di Santa Maria della Verità.jpg|100px]]",,"{{it|Vista d'insieme sulla cappella Mazzatosta presso la Chiesa di Santa Maria della Verità}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 24 |height = 17}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",328,https://iconoteca.arc.usi.ch/it/inventario/328
"[[:File:Interno di una chiesa e cappella laterale.jpg]]","[[File:Interno di una chiesa e cappella laterale.jpg|100px]]",,"{{it|Interno di una chiesa e cappella laterale}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 23 |height = 18}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",329,https://iconoteca.arc.usi.ch/it/inventario/329
"[[:File:Monumento sepolcrale di Giovanni Alberini presso Santa Maria sopra Minerva.jpg]]","[[File:Monumento sepolcrale di Giovanni Alberini presso Santa Maria sopra Minerva.jpg|100px]]",,"{{it|Monumento sepolcrale di Giovanni Alberini presso Santa Maria sopra Minerva}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Moscioni, Romualdo",,"{{Size|unit = cm |width = 25 |height = 20}}","Materiale fotografico. Procedimento all'albumina",330,https://iconoteca.arc.usi.ch/it/inventario/330
"[[:File:Monumento funebre del cardinale Ludovico d'Albret presso la Chiesa di Santa Maria in Aracoeli.jpg]]","[[File:Monumento funebre del cardinale Ludovico d'Albret presso la Chiesa di Santa Maria in Aracoeli.jpg|100px]]","{{it|Roma. Monumento a Ludovico Lebretto. Aracoeli}}","{{it|Monumento funebre del cardinale Ludovico d'Albret presso la Chiesa di Santa Maria in Aracoeli}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1890,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",331,https://iconoteca.arc.usi.ch/it/inventario/331
"[[:File:Dettaglio del monumento funebre del cardinale Ludovico d'Albret presso la Chiesa di Santa Maria in Aracoeli.jpg]]","[[File:Dettaglio del monumento funebre del cardinale Ludovico d'Albret presso la Chiesa di Santa Maria in Aracoeli.jpg|100px]]","{{it|Roma. Dett. del Monumento al Cardinal Lebretto. Chiesa di S. Maria in Aracoeli}}","{{it|Dettaglio del monumento funebre del cardinale Ludovico d'Albret presso la Chiesa di Santa Maria in Aracoeli}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1890,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 20 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",332,https://iconoteca.arc.usi.ch/it/inventario/332
"[[:File:Monumento funebre di papa Onorio IV presso la Chiesa di Santa Maria in Aracoeli.jpg]]","[[File:Monumento funebre di papa Onorio IV presso la Chiesa di Santa Maria in Aracoeli.jpg|100px]]","{{it|Roma. Chiesa di S. Maria in Aracoeli. Monumento del Papa Onorio IV, di G. Savelli ed altri della famiglia.}}","{{it|Monumento funebre di papa Onorio IV presso la Chiesa di Santa Maria in Aracoeli}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,"Prima del 1893",,,"{{Size|unit = cm |width = 25 |height = 19}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",333,https://iconoteca.arc.usi.ch/it/inventario/333
"[[:File:Giovanni Dalmata. Monumento funebre del cardinale Juan de Mella presso la Chiesa di Santa Maria in Monserrato.jpg]]","[[File:Giovanni Dalmata. Monumento funebre del cardinale Juan de Mella presso la Chiesa di Santa Maria in Monserrato.jpg|100px]]","{{it|Roma. Monumento al Card. Mella, G. Dalmata. Chiesa di S. Maria in Monserrato}}","{{it|Giovanni Dalmata. Monumento funebre del cardinale Juan de Mella presso la Chiesa di Santa Maria in Monserrato}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",334,https://iconoteca.arc.usi.ch/it/inventario/334
"[[:File:Giovanni Dalmata. Sarcofago del monumento funebre del cardinale Tebaldi presso la Basilica di Santa Maria sopra Minerva.jpg]]","[[File:Giovanni Dalmata. Sarcofago del monumento funebre del cardinale Tebaldi presso la Basilica di Santa Maria sopra Minerva.jpg|100px]]","{{it|Roma. Sarcofago del Monumento al Card. Tebaldi, Giovanni Dalmata. S. Maria sopra Minerva}}","{{it|Giovanni Dalmata. Sarcofago del monumento funebre del cardinale Tebaldi presso la Basilica di Santa Maria sopra Minerva}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1890,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 20 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",335,https://iconoteca.arc.usi.ch/it/inventario/335
"[[:File:Monumento funebre del cardinale Anchiera presso lal Basilica di Santa Prassede.jpg]]","[[File:Monumento funebre del cardinale Anchiera presso lal Basilica di Santa Prassede.jpg|100px]]","{{it|Monumento al Cardinale Anchiera, opera de' Cosmati. S. Prassede}}","{{it|Monumento funebre del cardinale Anchiera presso lal Basilica di Santa Prassede}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 20 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",336,https://iconoteca.arc.usi.ch/it/inventario/336
"[[:File:Paolo Romano. Monumento funebre del cardinale di Alençon presso la Basilica di Santa Maria in Trastevere.jpg]]","[[File:Paolo Romano. Monumento funebre del cardinale di Alençon presso la Basilica di Santa Maria in Trastevere.jpg|100px]]","{{it|Roma. Sepolcro del Cardinale di Alençon, Paolo Romano. S. Maria in Trastevere}}","{{it|Paolo Romano. Monumento funebre del cardinale di Alençon presso la Basilica di Santa Maria in Trastevere}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1890,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 27 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",337,https://iconoteca.arc.usi.ch/it/inventario/337
"[[:File:Monumento funebre ai Fratelli Anguillara presso la Chiesa di San Francesco.jpg]]","[[File:Monumento funebre ai Fratelli Anguillara presso la Chiesa di San Francesco.jpg|100px]]",,"{{it|Monumento funebre ai Fratelli Anguillara presso la Chiesa di San Francesco}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,"prima del 1926",,,"{{Size|unit = cm |width = 27 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",338,https://iconoteca.arc.usi.ch/it/inventario/338
"[[:File:Paolo Romano. Edicola con altare di San Filippo e Giacomo presso la Basilica di Santa Maria in Trastevere.jpg]]","[[File:Paolo Romano. Edicola con altare di San Filippo e Giacomo presso la Basilica di Santa Maria in Trastevere.jpg|100px]]","{{it|Roma. Altare di S. Filippo e Giacomo, Paolo Romano. S. Maria in Trastevere}}","{{it|Paolo Romano. Edicola con altare di San Filippo e Giacomo presso la Basilica di Santa Maria in Trastevere}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 27 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",339,https://iconoteca.arc.usi.ch/it/inventario/339
